filepath,label
data\processed\final\dysarthria\7613125252087827742_seg_033.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_034.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_035.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_036.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_037.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_038.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_039.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_040.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_041.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_042.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_043.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_044.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_045.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_046.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_047.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_048.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_049.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_050.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_051.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_052.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_053.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_054.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_055.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_056.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_057.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_058.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_059.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_060.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_061.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_062.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_063.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_064.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_065.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_066.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_067.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_068.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_069.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_070.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_071.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_072.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_073.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_074.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_075.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_076.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_077.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_078.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_079.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_080.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_081.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_082.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_083.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_084.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_085.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_086.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_087.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_088.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_089.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_090.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_091.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_092.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_093.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_094.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_095.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_096.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_097.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_098.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_099.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_100.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_101.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_102.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_103.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_104.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_105.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_106.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_107.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_108.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_109.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_110.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_111.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_112.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_113.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_114.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_115.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_116.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_117.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_118.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_119.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_120.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_121.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_122.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_123.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_124.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_125.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_126.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_127.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_128.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_129.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_130.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_131.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_132.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_133.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_134.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_135.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_136.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_137.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_138.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_140.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_141.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_142.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_143.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_144.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_145.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_146.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_147.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_148.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_149.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_150.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_151.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_152.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_153.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_154.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_155.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_156.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_157.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_158.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_159.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_160.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_161.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_162.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_163.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_164.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_165.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_166.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_167.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_168.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_169.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_170.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_171.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_172.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_173.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_174.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_175.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_176.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_177.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_178.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_179.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_180.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_181.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_182.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_183.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_184.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_185.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_186.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_187.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_188.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_189.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_190.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_191.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_192.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_193.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_194.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_195.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_196.wav,dysarthria
data\processed\final\dysarthria\7632656624234056968_seg_002.wav,dysarthria
data\processed\final\dysarthria\7632656624234056968_seg_004.wav,dysarthria
data\processed\final\dysarthria\7632656624234056968_seg_004__low_rms_too_quiet.wav,dysarthria
data\processed\final\dysarthria\7632656624234056968_seg_015.wav,dysarthria
data\processed\final\dysarthria\7632656624234056968_seg_015__too_quiet.wav,dysarthria
data\processed\final\dysarthria\7632725942745713928_seg_000.wav,dysarthria
data\processed\final\dysarthria\7632725942745713928_seg_001.wav,dysarthria
data\processed\final\dysarthria\7632725942745713928_seg_002.wav,dysarthria
data\processed\final\dysarthria\7632725942745713928_seg_003.wav,dysarthria
data\processed\final\dysarthria\7632725942745713928_seg_005.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_000.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_001.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_010.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_011.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_012.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_016.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_017.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_019.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_020.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_029.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_030.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_031.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_032.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_038.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_039.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_040.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_041.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_044.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_045.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_046.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_047.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_051.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_052.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_053.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_058.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_061.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_063.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_064.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_069.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_070.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_075.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_076.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_077.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_078.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_079.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_080.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_081.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_082.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_083.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_084.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_085.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_086.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_087.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_088.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_089.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_090.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_091.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_092.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_093.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_099.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_100.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_101.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_102.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_104.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_105.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_106.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_107.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_108.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_109.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_110.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_111.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_112.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_113.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_126.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_130.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_131.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_133.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_134.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_136.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_137.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_138.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_140.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_142.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_144.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_146.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_150.wav,dysarthria
data\processed\final\dysarthria\7BnGxeMAM_s_seg_151.wav,dysarthria
data\processed\final\dysarthria\dy8WvykiLto_seg_000.wav,dysarthria
data\processed\final\dysarthria\dy8WvykiLto_seg_001.wav,dysarthria
data\processed\final\dysarthria\dy8WvykiLto_seg_002.wav,dysarthria
data\processed\final\dysarthria\dy8WvykiLto_seg_003.wav,dysarthria
data\processed\final\dysarthria\dy8WvykiLto_seg_004.wav,dysarthria
data\processed\final\dysarthria\dy8WvykiLto_seg_005.wav,dysarthria
data\processed\final\dysarthria\dy8WvykiLto_seg_006.wav,dysarthria
data\processed\final\dysarthria\dy8WvykiLto_seg_007.wav,dysarthria
data\processed\final\dysarthria\dy8WvykiLto_seg_008.wav,dysarthria
data\processed\final\dysarthria\dy8WvykiLto_seg_009.wav,dysarthria
data\processed\final\dysarthria\dy8WvykiLto_seg_010.wav,dysarthria
data\processed\final\dysarthria\dy8WvykiLto_seg_011.wav,dysarthria
data\processed\final\dysarthria\dy8WvykiLto_seg_014.wav,dysarthria
data\processed\final\dysarthria\dy8WvykiLto_seg_015.wav,dysarthria
data\processed\final\dysarthria\dy8WvykiLto_seg_016.wav,dysarthria
data\processed\final\dysarthria\dy8WvykiLto_seg_017.wav,dysarthria
data\processed\final\dysarthria\dy8WvykiLto_seg_018.wav,dysarthria
data\processed\final\dysarthria\dy8WvykiLto_seg_020.wav,dysarthria
data\processed\final\dysarthria\dy8WvykiLto_seg_021.wav,dysarthria
data\processed\final\dysarthria\IXxruuFwue8_seg_002.wav,dysarthria
data\processed\final\dysarthria\IXxruuFwue8_seg_003.wav,dysarthria
data\processed\final\dysarthria\IXxruuFwue8_seg_005.wav,dysarthria
data\processed\final\dysarthria\IXxruuFwue8_seg_006.wav,dysarthria
data\processed\final\dysarthria\IXxruuFwue8_seg_009.wav,dysarthria
data\processed\final\dysarthria\IXxruuFwue8_seg_016.wav,dysarthria
data\processed\final\dysarthria\IXxruuFwue8_seg_017.wav,dysarthria
data\processed\final\dysarthria\IXxruuFwue8_seg_018.wav,dysarthria
data\processed\final\dysarthria\IXxruuFwue8_seg_019.wav,dysarthria
data\processed\final\dysarthria\IXxruuFwue8_seg_020.wav,dysarthria
data\processed\final\dysarthria\IXxruuFwue8_seg_021.wav,dysarthria
data\processed\final\dysarthria\IXxruuFwue8_seg_022.wav,dysarthria
data\processed\final\dysarthria\IXxruuFwue8_seg_023.wav,dysarthria
data\processed\final\dysarthria\IXxruuFwue8_seg_024.wav,dysarthria
data\processed\final\dysarthria\IXxruuFwue8_seg_026.wav,dysarthria
data\processed\final\dysarthria\IXxruuFwue8_seg_027.wav,dysarthria
data\processed\final\dysarthria\IXxruuFwue8_seg_028.wav,dysarthria
data\processed\final\dysarthria\IXxruuFwue8_seg_030.wav,dysarthria
data\processed\final\dysarthria\IXxruuFwue8_seg_034.wav,dysarthria
data\processed\final\dysarthria\IXxruuFwue8_seg_039.wav,dysarthria
data\processed\final\dysarthria\IXxruuFwue8_seg_041.wav,dysarthria
data\processed\final\dysarthria\IXxruuFwue8_seg_048.wav,dysarthria
data\processed\final\dysarthria\jPFepAOQg0M_seg_001.wav,dysarthria
data\processed\final\dysarthria\jPFepAOQg0M_seg_002.wav,dysarthria
data\processed\final\dysarthria\jPFepAOQg0M_seg_003.wav,dysarthria
data\processed\final\dysarthria\jPFepAOQg0M_seg_004.wav,dysarthria
data\processed\final\dysarthria\jPFepAOQg0M_seg_005.wav,dysarthria
data\processed\final\dysarthria\jPFepAOQg0M_seg_006.wav,dysarthria
data\processed\final\dysarthria\jPFepAOQg0M_seg_008.wav,dysarthria
data\processed\final\dysarthria\jPFepAOQg0M_seg_009.wav,dysarthria
data\processed\final\dysarthria\jPFepAOQg0M_seg_010.wav,dysarthria
data\processed\final\dysarthria\jPFepAOQg0M_seg_013.wav,dysarthria
data\processed\final\dysarthria\jPFepAOQg0M_seg_014.wav,dysarthria
data\processed\final\dysarthria\jPFepAOQg0M_seg_015.wav,dysarthria
data\processed\final\dysarthria\jPFepAOQg0M_seg_016.wav,dysarthria
data\processed\final\dysarthria\jPFepAOQg0M_seg_018.wav,dysarthria
data\processed\final\dysarthria\jPFepAOQg0M_seg_019.wav,dysarthria
data\processed\final\dysarthria\jPFepAOQg0M_seg_020.wav,dysarthria
data\processed\final\dysarthria\jPFepAOQg0M_seg_021.wav,dysarthria
data\processed\final\dysarthria\jPFepAOQg0M_seg_022.wav,dysarthria
data\processed\final\dysarthria\jPFepAOQg0M_seg_023.wav,dysarthria
data\processed\final\dysarthria\jPFepAOQg0M_seg_024.wav,dysarthria
data\processed\final\dysarthria\jPFepAOQg0M_seg_025.wav,dysarthria
data\processed\final\dysarthria\jPFepAOQg0M_seg_029.wav,dysarthria
data\processed\final\dysarthria\jPFepAOQg0M_seg_032.wav,dysarthria
data\processed\final\dysarthria\jPFepAOQg0M_seg_033.wav,dysarthria
data\processed\final\dysarthria\jPFepAOQg0M_seg_037.wav,dysarthria
data\processed\final\dysarthria\jPFepAOQg0M_seg_039.wav,dysarthria
data\processed\final\dysarthria\jPFepAOQg0M_seg_050.wav,dysarthria
data\processed\final\dysarthria\jPFepAOQg0M_seg_056.wav,dysarthria
data\processed\final\dysarthria\KcNTr0KUf5w_seg_000.wav,dysarthria
data\processed\final\dysarthria\KcNTr0KUf5w_seg_001.wav,dysarthria
data\processed\final\dysarthria\KcNTr0KUf5w_seg_002.wav,dysarthria
data\processed\final\dysarthria\KcNTr0KUf5w_seg_003.wav,dysarthria
data\processed\final\dysarthria\KcNTr0KUf5w_seg_004.wav,dysarthria
data\processed\final\dysarthria\KcNTr0KUf5w_seg_005.wav,dysarthria
data\processed\final\dysarthria\KcNTr0KUf5w_seg_006.wav,dysarthria
data\processed\final\dysarthria\KcNTr0KUf5w_seg_007.wav,dysarthria
data\processed\final\dysarthria\KcNTr0KUf5w_seg_008.wav,dysarthria
data\processed\final\dysarthria\KcNTr0KUf5w_seg_009.wav,dysarthria
data\processed\final\dysarthria\KcNTr0KUf5w_seg_010.wav,dysarthria
data\processed\final\dysarthria\KcNTr0KUf5w_seg_011.wav,dysarthria
data\processed\final\dysarthria\KcNTr0KUf5w_seg_012.wav,dysarthria
data\processed\final\dysarthria\KcNTr0KUf5w_seg_013.wav,dysarthria
data\processed\final\dysarthria\lF9Gc8A-AM4_seg_000.wav,dysarthria
data\processed\final\dysarthria\lF9Gc8A-AM4_seg_002.wav,dysarthria
data\processed\final\dysarthria\lF9Gc8A-AM4_seg_003.wav,dysarthria
data\processed\final\dysarthria\lF9Gc8A-AM4_seg_004.wav,dysarthria
data\processed\final\dysarthria\lF9Gc8A-AM4_seg_005.wav,dysarthria
data\processed\final\dysarthria\lF9Gc8A-AM4_seg_006.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_000.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_001.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_002.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_004.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_005.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_007.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_008.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_009.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_010.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_011.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_012.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_013.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_014.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_015.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_016.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_017.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_018.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_019.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_020.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_021.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_022.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_023.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_024.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_025.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_026.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_028.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_029.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_030.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_031.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_032.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_033.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_034.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_035.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_036.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_037.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_038.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_039.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_040.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_041.wav,dysarthria
data\processed\final\dysarthria\mmSBAIRqbes_seg_042.wav,dysarthria
